diagram_id,field_index,index_style,label_verbatim,pdf_page,visual_anchor,notes
D8,㉔,circled,Antenna setting,12,"Detail box under the heading ""㉔ Antenna setting"", right column, below the Preamplifier setting box",cell leaders L-R: 0 (Fixed) | 0=ANT1 / 1=ANT2 / 2=ANT3
D9,㉕,circled,IP plus (IP+) function,12,"Detail box under the heading ""㉕ IP plus (IP+) function"", right column, above ""㉖ ~ ㊶ Memory name""",cell leaders L-R: 0 (Fixed) | 0=OFF / 1=ON
D10,㊷,circled,Tone squelch type,13,"""For receiving an FM signal"" figure, numbered band above the seven-byte block at the top of the left column; unbracketed index above the first byte cell, just right of the in-arrow",STOP 2; label read from the item list below the block
D10,㊸ ~ ㊺,circled,Tone squelch frequency,13,"""For receiving an FM signal"" figure, numbered band above the seven-byte block at the top of the left column; first bracketed span, over byte cells 2 to 4",STOP 2; label read from the item list below the block
D10,㊻ ~ ㊽,circled,DTCS code,13,"""For receiving an FM signal"" figure, numbered band above the seven-byte block at the top of the left column; second bracketed span, over byte cells 5 to 7, ending at the right edge",STOP 2; label read from the item list below the block
D11,㊷,circled,Tone squelch type,13,"Detail box under the heading ""㊷ Tone squelch type"", left column, immediately below the FM block",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=TSQL / 2=DTCS
D12,㊷,circled,Digital squelch (D.SQL) type,13,"""For receiving a D-STAR signal"" figure, numbered band above the two-byte block in the lower half of the left column; left index, above the first byte cell",STOP 2; label read from the item list below the block
D12,㊸,circled,Digital code squelch (CSQL) code,13,"""For receiving a D-STAR signal"" figure, numbered band above the two-byte block in the lower half of the left column; right index, above the second byte cell",STOP 2; label read from the item list below the block
D13,㊷,circled,Digital squelch (D.SQL) type,13,"Detail box under the heading ""㊷ Digital squelch (D.SQL) type"", left column, below the D-STAR block",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 2=CSQL
D14,㊸,circled,Digital code squelch (CSQL) code,13,"Detail box under the heading ""㊸ Digital code squelch (CSQL) code"", foot of the left column",STOP 2; cell leaders L-R: 10th position: 0 ~ 9 | Once position: 0 ~ 9; the two leader labels are printed in the reverse of the cell order they point at
D15,㊷,circled,Digital squelch (D.SQL) type,13,"""For receiving a P25 signal"" figure, numbered band above the four-byte block at the top of the right column; unbracketed index above the first byte cell",STOP 2; label read from the item list below the block
D15,㊸ ~ ㊺,circled,NAC,13,"""For receiving a P25 signal"" figure, numbered band above the four-byte block at the top of the right column; bracketed span over byte cells 2 to 4",STOP 2; label read from the item list below the block
D16,㊷,circled,Digital squelch (D.SQL) type,13,"Detail box under the heading ""㊷ Digital squelch (D.SQL) type"", right column, below the P25 block",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=NAC
D17,㊸,circled,NAC,13,"Detail box under the heading ""㊸ ~ ㊺ NAC"", right column foot; left index of three indices above the six-cell box",STOP 2; STOP 4; cell leaders L-R: 0 (Fixed) | 100th posiiton: 0 ~ F; the six leader labels are printed in the reverse of the cell order they point at
D17,㊹,circled,NAC,13,"Detail box under the heading ""㊸ ~ ㊺ NAC"", right column foot; middle index of three indices above the six-cell box",STOP 2; cell leaders L-R: 0 (Fixed) | 10th position: 0 ~ F
D17,㊺,circled,NAC,13,"Detail box under the heading ""㊸ ~ ㊺ NAC"", right column foot; right index of three indices above the six-cell box",STOP 2; cell leaders L-R: 0 (Fixed) | Once position: 0 ~ F
D18,㊷,circled,Digital squelch (D.SQL) type,14,"""For receiving a dPMR signal"" figure, numbered band above the eight-byte block at the top of the left column; unbracketed index above the first byte cell",STOP 2
D18,"㊸, ㊹",circled,COM ID,14,"""For receiving a dPMR signal"" figure, numbered band above the eight-byte block at the top of the left column; bracketed span over byte cells 2 and 3",STOP 2
D18,㊺,circled,CC,14,"""For receiving a dPMR signal"" figure, numbered band above the eight-byte block at the top of the left column; unbracketed index above byte cell 4",STOP 2
D18,㊻,circled,Scrambler (SCRM) setting,14,"""For receiving a dPMR signal"" figure, numbered band above the eight-byte block at the top of the left column; unbracketed index above byte cell 5",STOP 2
D18,㊼ ~ ㊾,circled,Scrambler key,14,"""For receiving a dPMR signal"" figure, numbered band above the eight-byte block at the top of the left column; rightmost bracketed span over byte cells 6 to 8",STOP 2
D19,㊷,circled,Digital squelch (D.SQL) type,14,"Detail box under the heading ""㊷ Digital squelch (D.SQL) type"", left column, immediately below the dPMR block",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=COM ID / 2=CC
D20,㊸,circled,COM ID,14,"Detail box under the heading ""㊸, ㊹ COM ID"", left column, below the dPMR D.SQL box; left index of two above the four-cell box",STOP 2; cell leaders L-R: 0 (Fixed) | 100th position: 0 ~ 2; the four leader labels are printed in the reverse of the cell order they point at
D20,㊹,circled,COM ID,14,"Detail box under the heading ""㊸, ㊹ COM ID"", left column, below the dPMR D.SQL box; right index of two above the four-cell box",STOP 2; cell leaders L-R: 10th position: 0 ~ 9 | Once position: 0 ~ 9
D21,㊺,circled,CC,14,"Detail box under the heading ""㊺ CC"", left column, below the COM ID box",STOP 2; cell leaders L-R: 10th position: 0 ~ 6 | Once position: 0 ~ 9; the two leader labels are printed in the reverse of the cell order they point at
D22,㊻,circled,Scrambler (SCRM) setting,14,"Detail box under the heading ""㊻ Scrambler (SCRM) setting"", left column, below the CC box",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=ON
D23,㊼,circled,Scrambler key,14,"Detail box under the heading ""㊼ ~ ㊾ Scrambler key"", foot of the left column; left index of three above the six-cell box",STOP 2; cell leaders L-R: 0 (Fixed) | 10000th position: 0 ~ 3; the six leader labels are printed in the reverse of the cell order they point at
D23,㊽,circled,Scrambler key,14,"Detail box under the heading ""㊼ ~ ㊾ Scrambler key"", foot of the left column; middle index of three above the six-cell box",STOP 2; cell leaders L-R: 1000th position: 0 ~ 9 | 100th position: 0 ~ 9
D23,㊾,circled,Scrambler key,14,"Detail box under the heading ""㊼ ~ ㊾ Scrambler key"", foot of the left column; right index of three above the six-cell box",STOP 2; cell leaders L-R: 10th position: 0 ~ 9 | Once position: 0 ~ 9
D24,㊷,circled,Digital squelch (D.SQL) type,14,"""For receiving an NXDN signal"" figure, numbered band above the six-byte block at the top of the right column; unbracketed index above the first byte cell",STOP 2
D24,㊸,circled,Radio Access Number (RAN) code,14,"""For receiving an NXDN signal"" figure, numbered band above the six-byte block at the top of the right column; unbracketed index above byte cell 2",STOP 2
D24,㊹,circled,Encryption setting,14,"""For receiving an NXDN signal"" figure, numbered band above the six-byte block at the top of the right column; unbracketed index above byte cell 3",STOP 2
D24,㊺ ~ ㊼,circled,Encryption key,14,"""For receiving an NXDN signal"" figure, numbered band above the six-byte block at the top of the right column; bracketed span over byte cells 4 to 6",STOP 2
D25,㊷,circled,Digital squelch (D.SQL) type,14,"Detail box under the heading ""㊷ Digital squelch (D.SQL) type"", right column, immediately below the NXDN block",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=RAN
D26,㊸,circled,Radio Access Number (RAN) code,14,"Detail box under the heading ""㊸ Radio Access Number (RAN) code"", right column, below the NXDN D.SQL box",STOP 2; cell leaders L-R: 10th position: 0 ~ 6 | Once position: 0 ~ 9; the two leader labels are printed in the reverse of the cell order they point at
D27,㊹,circled,Encryption setting,14,"Detail box under the heading ""㊹ Encryption setting"", right column, below the RAN code box",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=ON
D28,㊺,circled,Encryption key,14,"Detail box under the heading ""㊺ ~ ㊼ Encryption key"", foot of the right column; left index of three above the six-cell box",STOP 2; cell leaders L-R: 0 (Fixed) | 10000th position: 0 ~ 3; the six leader labels are printed in the reverse of the cell order they point at
D28,㊻,circled,Encryption key,14,"Detail box under the heading ""㊺ ~ ㊼ Encryption key"", foot of the right column; middle index of three above the six-cell box",STOP 2; cell leaders L-R: 1000th position: 0 ~ 9 | 100th position: 0 ~ 9
D28,㊼,circled,Encryption key,14,"Detail box under the heading ""㊺ ~ ㊼ Encryption key"", foot of the right column; right index of three above the six-cell box",STOP 2; cell leaders L-R: 10th position: 0 ~ 9 | Once position: 0 ~ 9
D29,㊷,circled,Digital squelch (D.SQL) type,15,"""For receiving a DCR signal"" figure, numbered band above the seven-byte block at the top of the left column; unbracketed index above the first byte cell",STOP 2
D29,"㊸, ㊹",circled,UC code,15,"""For receiving a DCR signal"" figure, numbered band above the seven-byte block at the top of the left column; bracketed span over byte cells 2 and 3",STOP 2
D29,㊺,circled,Encryption setting,15,"""For receiving a DCR signal"" figure, numbered band above the seven-byte block at the top of the left column; unbracketed index above byte cell 4",STOP 2
D29,㊻ ~ ㊽,circled,Encryption key,15,"""For receiving a DCR signal"" figure, numbered band above the seven-byte block at the top of the left column; bracketed span over byte cells 5 to 7",STOP 2
D30,㊷,circled,Digital squelch (D.SQL) type,15,"Detail box under the heading ""㊷ Digital squelch (D.SQL) type"", left column, immediately below the DCR block",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=UC
D31,㊸,circled,UC code,15,"Detail box under the heading ""㊸, ㊹ UC code"", left column, below the DCR D.SQL box; left index of two above the four-cell box",STOP 2; cell leaders L-R: 0 (Fixed) | 100th position: 0 ~ 5; the four leader labels are printed in the reverse of the cell order they point at
D31,㊹,circled,UC code,15,"Detail box under the heading ""㊸, ㊹ UC code"", left column, below the DCR D.SQL box; right index of two above the four-cell box",STOP 2; cell leaders L-R: 10th position: 0 ~ 9 | Once position: 0 ~ 9
D32,㊺,circled,Encryption setting,15,"Detail box under the heading ""㊺ Encryption setting"", left column, below the UC code box",STOP 2; cell leaders L-R: 0 (Fixed) | 0=OFF / 1=ON
D33,㊻,circled,Encryption key,15,"Detail box under the heading ""㊻ ~ ㊽ Encryption key"", left column, above the ""Command 1A 00 clears a memory channel"" paragraph; left index of three above the six-cell box",STOP 2; cell leaders L-R: 0 (Fixed) | 10000th position: 0 ~ 3; the six leader labels are printed in the reverse of the cell order they point at
D33,㊼,circled,Encryption key,15,"Detail box under the heading ""㊻ ~ ㊽ Encryption key"", left column, above the ""Command 1A 00 clears a memory channel"" paragraph; middle index of three above the six-cell box",STOP 2; cell leaders L-R: 1000th position: 0 ~ 9 | 100th position: 0 ~ 9
D33,㊽,circled,Encryption key,15,"Detail box under the heading ""㊻ ~ ㊽ Encryption key"", left column, above the ""Command 1A 00 clears a memory channel"" paragraph; right index of three above the six-cell box",STOP 2; cell leaders L-R: 10th position: 0 ~ 9 | Once position: 0 ~ 9
D34,"①, ②",circled,"0000 ~ 0101 group You cannot specify group ""0102"" (Program scan edge)",15,"Numbered list under ""Command 1A 00 clears a memory channel by sending the command in the following format."", foot of the left column; first list line, index printed left of an aligned colon","STOP 3; label set across two lines, joined with one space; the colon after the index is the list separator and is not part of the index"
D34,"③, ④",circled,Memory channel number,15,"Numbered list under ""Command 1A 00 clears a memory channel by sending the command in the following format."", foot of the left column; second list entry",STOP 3
D34,⑤,circled,"""FF""",15,"Numbered list under ""Command 1A 00 clears a memory channel by sending the command in the following format."", foot of the left column; third list entry",STOP 3
D34,⑥ ~,circled,None,15,"Numbered list under ""Command 1A 00 clears a memory channel by sending the command in the following format."", foot of the left column; fourth and last list entry",STOP 3; STOP 5
D35,①〜⑤,circled,Lower scan edge,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 1, first bracketed span, over the cells around the first dotted ellipsis","STOP 1; STOP 3; label read from the item list below the block, where the same field is printed ① ~ ⑤"
D35,⑥〜⑩,circled,Higher scan edge,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 1, second bracketed span, over the cells around the second dotted ellipsis","STOP 1; STOP 3; label read from the item list below the block, where the same field is printed ⑥ ~ ⑩"
D35,⑪、⑫,circled,Receiving mode,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 1, third bracketed span, near the right end of the row","STOP 1; STOP 3; label read from the item list below the block, where the same field is printed ⑪, ⑫"
D35,⑬,circled,Duplex setting,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 1, unbracketed index above the last byte cell of the row",STOP 3
D35,⑭〜⑰,circled,Offset frequency,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 2, first bracketed span, over the cells around the dotted ellipsis","STOP 1; STOP 3; label read from the item list below the block, where the same field is printed ⑭ ~ ⑰"
D35,⑱、⑲,circled,Tuning step,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 2, second bracketed span","STOP 1; STOP 3; label read from the item list below the block, where the same field is printed ⑱, ⑲"
D35,⑳、㉑,circled,Programmable tuning step,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 2, third bracketed span","STOP 1; STOP 3; label read from the item list below the block, where the same field is printed ⑳, ㉑"
D35,㉒,circled,Attenuator setting,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 2, first unbracketed index after the third bracketed span",STOP 3
D35,㉓,circled,Preamplifier setting,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 2, last index of the row",STOP 3
D35,㉔,circled,Antenna setting,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 3, left index of two above the two-byte block",STOP 3
D35,㉕,circled,IP plus (IP+) function,15,"Programmable scan start (remote) data figure (Command: 1A 0B 00), numbered band above the three-row byte block in the right column; row 3, right index of two, above the byte cell before the out-arrow",STOP 3
