vector_name,first_byte,first_nibble,last_byte,last_nibble,bytes_hex,field_index,status,pdf_page,visual_anchor,notes
set-record-name-with-space,30,-,30,-,00,24,manual_derived,21,"""DV Digital code squelch setting"" diagram (Command: 1B 07), single cell (circled index 1), rotated labels ""First digit: 0 ~ 9"" and ""Second digit: 0 ~ 9""",Chose code 00
set-record-name-with-space,31,-,33,-,00 60 00,25~27,manual_derived,14,"""Duplex Offset frequency setting"" diagram (Command: 0C, 0D), three cells with rotated digit-place labels from ""1 kHz digit"" to ""1 MHz digit""",Chose a 600 kHz offset; working in the .md
set-record-name-with-space,34,-,41,-,43 51 43 51 43 51 20 20,28~35,manual_derived,21,"""Character code of the call sign"" table, rows ""A ~ Z / 41 ~ 5A"" and ""(Space) / 20""","Chose the UR call sign ""CQCQCQ"" followed by two spaces"
set-record-name-with-space,42,-,49,-,20 20 20 20 20 20 20 20,36~43,manual_derived,21,"""Character code of the call sign"" table, row ""(Space) / 20""",Chose a blank (all-space) R1 call sign
set-record-name-with-space,50,-,57,-,20 20 20 20 20 20 20 20,44~51,manual_derived,21,"""Character code of the call sign"" table, row ""(Space) / 20""",Chose a blank (all-space) R2 call sign
set-record-name-with-space,58,-,104,-,00 00 50 45 01 05 01 00 00 00 00 08 85 00 08 85 00 00 23 00 00 60 00 43 51 43 51 43 51 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20,5~51 (filled),manual_derived,15,"NOTE box at the foot of the right-hand column, first bullet: ""The same data as (5) ~ (51) are stored in [filled]5 ~ [filled]51.""","STOP 2 | printed index is the filled/reversed 5~51; measured position is record bytes 52-98, frame bytes 58-104 | bytes copied from frame bytes 11-57"
set-record-name-with-space,105,-,113,-,49 4E 56 45 52 4E 45 53 53,52~60,manual_derived,16,"""Character codes-- Letters and Numbers"" table, row ""A ~ Z / 41 ~ 5A"", under the bullet ""Codes for character entries / Command: 1A 00, ...""","Chose the memory name ""INVERNESS GB3CFR""; these nine bytes are the letters INVERNESS"
set-record-name-with-space,114,-,114,-,20,61,inherited_assumed,,,The space character in the middle of the name. See Assumption register A3
set-record-name-with-space,115,-,120,-,47 42 33 43 46 52,62~67,manual_derived,16,"""Character codes-- Letters and Numbers"" table, rows ""A ~ Z / 41 ~ 5A"" and ""0 ~ 9 / 30 ~ 39""",These six bytes are GB3CFR: G B C F R from the letters row and 3 from the numbers row
set-record-name-with-space,121,-,121,-,FD,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, rightmost cell (under circled index 7), above the label ""End of message code (fixed)""",
read-transceiver-id,1,-,2,-,FE FE,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, the two leftmost cells under circled index 1, above the label ""Preamble code (fixed)""",
read-transceiver-id,3,-,3,-,A2,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, third cell (under circled index 2), above the label ""Transceiver's default address""",
read-transceiver-id,4,-,4,-,E0,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, fourth cell (under circled index 3), above the label ""Controller's default address""",
read-transceiver-id,5,-,6,-,19 00,-,manual_documented,6,"Command table, left-hand table, row ""19*1"" with sub cmd ""00"" and Description ""Read the transceiver ID""; directly above the ""1A*"" block and below ""18 / 01*4 / Turn ON the transceiver""",Command number 19 and sub command number 00 printed as those exact bytes
read-transceiver-id,7,-,7,-,FD,-,structural,4,"""Controller to IC-9700"" frame diagram, top row, rightmost cell (under circled index 7), above the label ""End of message code (fixed)""",
manual-example-1,1,-,1,-,FE,-,manual_documented,13,"Footnote *4, box headed ""Example: When using 4800 bps"", leftmost cell (bold F E) whose header cell is blank and beneath which ""x5"" is printed","Transcribed as printed: one cell, one byte; the x5 beneath it is the printed repetition count and is not expanded here"
manual-example-1,2,-,3,-,FE FE,-,manual_documented,13,"Footnote *4 example box, the two cells spanned by the header ""Preamble""",
manual-example-1,4,-,4,-,A2,-,manual_documented,13,"Footnote *4 example box, the cell under the header ""9700's address""",
manual-example-1,5,-,5,-,E0,-,manual_documented,13,"Footnote *4 example box, the cell under the header ""Controller's address""",
manual-example-1,6,-,7,-,18 01,-,manual_documented,13,"Footnote *4 example box, the cells under the headers ""Command"" and ""Sub command""",
manual-example-1,8,-,8,-,FD,-,manual_documented,13,"Footnote *4 example box, the cell under the header ""Post amble""",
