vector_name,first_byte,first_nibble,last_byte,last_nibble,bytes_hex,field_index,status,pdf_page,visual_anchor,notes
set-record-name-with-space,7,-,8,-,00 01,1 | 2,manual_derived,169,"Legend below the data block: the line ""(1), (2) Memory channel numbers"" followed by ""00 01-00 99: Memory channel 01 to 99"".","Channel 01 chosen from the printed range 00 01-00 99; the byte pair ""00 01"" is itself printed as the low end of that range and again in the clear-command recipe ""(1),(2): Memory channel (00 01~00 99)"". Marked derived because the channel was chosen by me."
set-record-name-with-space,9,-,9,-,00,3,manual_derived,169,"Legend ""(3) Split and Select memory setting"": the two-nibble box under circled index 3, with its two leader arrows running to ""0=Split OFF, 1=Split ON"" (left nibble) and to the bracketed list ""0=OFF / 1= *1 / 2= *2 / 3= *3"" (right nibble).","Nibble 1 = 0 = Split OFF; nibble 2 = 0 = select memory OFF. Both chosen from the printed enumerations, so derived rather than documented."
set-record-name-with-space,10,-,13,-,00 00 25 14,4 | 5 | 6 | 7,manual_derived,167,"Diagram under ""• Operating frequency / Command: 00, 03, 05, 1C 03"": the five-cell box, ten rotated digit labels reading left to right ""10 Hz digit: 0-9"", ""1 Hz digit: 0-9"", ""1 kHz digit: 0-9"", ""100 Hz digit: 0-9"", ""100 kHz digit: 0-9"", ""10 kHz digit: 0-9"", ""10 MHz digit: 0-6"", ""1 MHz digit: 0-9"".","14.250000 MHz packed two BCD digits per byte in the printed nibble order: byte 10 = 10 Hz 0 / 1 Hz 0; byte 11 = 1 kHz 0 / 100 Hz 0; byte 12 = 100 kHz 2 / 10 kHz 5; byte 13 = 10 MHz 1 / 1 MHz 4. Every digit lies inside its printed range, including the 10 MHz digit 1 against the printed 0-6."
set-record-name-with-space,14,-,14,-,00,8,manual_documented,167,"Diagram under ""• Operating frequency"": the fifth (rightmost) cell, which prints the literal digits 0 and 0, above the rotated labels ""1000 MHz digit: 0 (Fixed)"" and ""100 MHz digit: 0 (Fixed)"".",Both nibbles are printed as the literal digit 0 in the cell and labelled Fixed.
set-record-name-with-space,15,-,16,-,01 01,9 | 10,manual_derived,167,"Table under ""• Operating mode / Command: 01, 04, 06"": left half headed ""(1) Operating mode"" (rows 00: LSB, 01: USB, 02: AM, 03: CW, 04: RTTY, 05: FM, 07: CW-R, 08: RTTY-R) and right column headed ""(2) Filter setting"" (rows 01: FIL1, 02: FIL2, 03: FIL3).",Byte 15 = 01 = USB from the (1) Operating mode column; byte 16 = 01 = FIL1 from the (2) Filter setting column. Both chosen from the printed enumerations.
set-record-name-with-space,17,-,17,-,00,11,manual_derived,169,"Legend ""(11) Data mode and tone type settings"": the two-nibble box under circled index 11, left nibble leader running to ""0=Data mode OFF / 1=Data mode ON"", right nibble leader running to ""0: OFF, 1: TONE, 2: TSQL"".",Nibble 1 = 0 = Data mode OFF; nibble 2 = 0 = tone type OFF. Both chosen from the printed enumerations.
set-record-name-with-space,18,-,18,-,00,12,manual_documented,171,"Diagram under ""• Repeater tone/tone squelch frequency settings / Command : 1B 00, 1B 01"": the first (leftmost) cell, marked circled index 1 with an asterisk, printing the literal digits 0 and 0 above the rotated labels ""Fixed digit: 0*"" and ""Fixed digit: 0*"".","Repeater tone field, first byte. Both nibbles are printed as the literal digit 0 and labelled Fixed digit: 0*."
set-record-name-with-space,19,-,20,-,08 85,13 | 14,manual_derived,171,"Diagram under ""• Repeater tone/tone squelch frequency settings"": cells 2 and 3, above the rotated labels ""100Hz digit: 0-2"", ""10 Hz digit: 0-9"", ""1 Hz digit: 0-9"", ""0.1 Hz digit: 0-9"".",Repeater tone 088.5 Hz: byte 19 = 100Hz digit 0 / 10 Hz digit 8; byte 20 = 1 Hz digit 8 / 0.1 Hz digit 5. Every digit lies inside its printed range.
set-record-name-with-space,21,-,21,-,00,15,manual_documented,171,"Diagram under ""• Repeater tone/tone squelch frequency settings / Command : 1B 00, 1B 01"": the first (leftmost) cell, marked circled index 1 with an asterisk, printing the literal digits 0 and 0 above the rotated labels ""Fixed digit: 0*"" and ""Fixed digit: 0*"".","Tone squelch field, first byte, same printed encoding as field 12."
set-record-name-with-space,22,-,23,-,08 85,16 | 17,manual_derived,171,"Diagram under ""• Repeater tone/tone squelch frequency settings"": cells 2 and 3, above the rotated labels ""100Hz digit: 0-2"", ""10 Hz digit: 0-9"", ""1 Hz digit: 0-9"", ""0.1 Hz digit: 0-9"".","Tone squelch 088.5 Hz, packed exactly as fields 13 and 14."
set-record-name-with-space,24,-,24,-,00,4 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 4, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 18, frame byte 24. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 4 (frequency, 10 Hz / 1 Hz digits) per the printed NOTE."
set-record-name-with-space,25,-,25,-,00,5 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 5, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 19, frame byte 25. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 5 (frequency, 1 kHz / 100 Hz digits) per the printed NOTE."
set-record-name-with-space,26,-,26,-,25,6 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 6, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 20, frame byte 26. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 6 (frequency, 100 kHz / 10 kHz digits) per the printed NOTE."
set-record-name-with-space,27,-,27,-,14,7 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 7, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 21, frame byte 27. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 7 (frequency, 10 MHz / 1 MHz digits) per the printed NOTE."
set-record-name-with-space,28,-,28,-,00,8 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 8, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 22, frame byte 28. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 8, whose two nibbles are printed as literal 0 and labelled Fixed on PDF page 167 per the printed NOTE."
set-record-name-with-space,29,-,29,-,01,9 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 9, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 23, frame byte 29. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 9 (operating mode 01 = USB) per the printed NOTE."
set-record-name-with-space,30,-,30,-,01,10 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 10, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 24, frame byte 30. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 10 (filter setting 01 = FIL1) per the printed NOTE."
set-record-name-with-space,31,-,31,-,00,11 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 11, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 25, frame byte 31. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 11 (data mode OFF / tone type OFF) per the printed NOTE."
set-record-name-with-space,32,-,32,-,00,12 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 12, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 26, frame byte 32. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 12, whose two nibbles are printed as literal 0 and labelled Fixed on PDF page 171 per the printed NOTE."
set-record-name-with-space,33,-,33,-,08,13 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 13, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 27, frame byte 33. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 13 (repeater tone 100Hz / 10 Hz digits) per the printed NOTE."
set-record-name-with-space,34,-,34,-,85,14 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 14, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 28, frame byte 34. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 14 (repeater tone 1 Hz / 0.1 Hz digits) per the printed NOTE."
set-record-name-with-space,35,-,35,-,00,15 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 15, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 29, frame byte 35. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 15, whose two nibbles are printed as literal 0 and labelled Fixed on PDF page 171 per the printed NOTE."
set-record-name-with-space,36,-,36,-,08,16 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 16, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 30, frame byte 36. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 16 (tone squelch 100Hz / 10 Hz digits) per the printed NOTE."
set-record-name-with-space,37,-,37,-,85,17 (filled/reversed circled numeral),manual_derived,169,"The NOTE box in the lower right of the page, first bullet: ""The same data as (4)-(17) are stored in [4]-[17]."" (the second range printed in filled/reversed circled numerals), read together with the data-block diagram bracket labelled [4]-[17].","STOP 1 | printed index 17, drawn as a filled/reversed circled numeral; measured position on the render: data-block byte 31, frame byte 37. Printed index and measured position are recorded side by side and are not reconciled. Value copied from field 17 (tone squelch 1 Hz / 0.1 Hz digits) per the printed NOTE."
set-record-name-with-space,38,-,41,-,54 45 53 54,18 | 19 | 20 | 21,manual_derived,168,"Table ""- Character codes- Letters and Numbers"" under the heading ""• Codes for character entries"": row ""A-Z | 41-5A"".","Memory name characters 1-4, T E S T, computed from the printed range A-Z = 41-5A: T = 41 + 19 = 54, E = 41 + 4 = 45, S = 41 + 18 = 53, T = 54."
set-record-name-with-space,42,-,42,-,20,22,inherited_assumed,,,"Memory name character 5, the space. The section that PDF page 169 sends the reader to for this field prints no code for a space. See Assumption register A1 in the provenance .md."
set-record-name-with-space,43,-,46,-,43 48 41 4E,23 | 24 | 25 | 26,manual_derived,168,"Table ""- Character codes- Letters and Numbers"" under the heading ""• Codes for character entries"": row ""A-Z | 41-5A"".","Memory name characters 6-9, C H A N, computed from the printed range A-Z = 41-5A: C = 41 + 2 = 43, H = 41 + 7 = 48, A = 41, N = 41 + 13 = 4E."
set-record-name-with-space,47,-,47,-,31,27,manual_derived,168,"Table ""- Character codes- Letters and Numbers"" under the heading ""• Codes for character entries"": row ""0-9 | 30-39"".","Memory name character 10, the digit 1, computed from the printed range 0-9 = 30-39: 1 = 30 + 1 = 31."
set-record-name-with-space,48,-,48,-,FD,-,structural,160,"Data format diagram headed ""Controller to IC-7300"": rightmost cell, printed FD, under circled index 7, above the rotated label ""End of message code (fixed)"".",End of message.
read-transceiver-id,1,-,2,-,FE FE,-,structural,160,"Data format diagram headed ""Controller to IC-7300"" under the heading ""Data format"": the two leftmost cells, each printed FE, sitting under circled index 1 and above the rotated label ""Preamble code (fixed)"".",Preamble; circled index 1 spans both cells.
read-transceiver-id,3,-,3,-,94,-,structural,160,"Data format diagram headed ""Controller to IC-7300"": third cell from the left, printed 94, under circled index 2, above the rotated label ""Transceiver's default address"".","Transceiver address. PDF page 126 (""CI-V Address (Default: 94h)"" and """"94h"" is the default address of IC-7300."") states the same value."
read-transceiver-id,4,-,4,-,E0,-,structural,160,"Data format diagram headed ""Controller to IC-7300"": fourth cell from the left, printed E0, under circled index 3, above the rotated label ""Controller's default address"".",Controller address.
read-transceiver-id,5,-,6,-,19 00,-,manual_documented,162,"Command table, left half: the row whose Cmd cell prints 19 and whose Sub cmd cell prints 00, Data cell empty, Description ""Read the transceiver ID""; the row immediately below it is ""1A* | 00 | p. 19-11 | Send/read memory contents"".","Cn = 19, Sc = 00. The Data column of that row is empty, so the frame carries no data area."
read-transceiver-id,7,-,7,-,FD,-,structural,160,"Data format diagram headed ""Controller to IC-7300"": rightmost cell, printed FD, under circled index 7, above the rotated label ""End of message code (fixed)"".",End of message.
