diagram_id,field_index,index_style,label_verbatim,pdf_page,visual_anchor,notes
D1,21~23,circled,DTCS code setting,375,"Diagram D1, upper bar, group 11: three unshaded cells under one bracket, immediately to the right of the three shaded cells bracketed 18 to 20.","folio 20-16 | drawn cells 19-21 of 37 | label read from the legend list in the right column below the bar | legend line prints the range with an en dash, the bar with a wave dash"
D1,24,circled,Digital code squelch setting,375,"Diagram D1, upper bar, group 12: the single shaded cell immediately to the right of the three unshaded cells bracketed 21 to 23.",folio 20-16 | drawn cell 22 of 37 | label read from the legend list in the right column below the bar
D1,25~27,circled,Duplex offset frequency setting,375,"Diagram D1, upper bar, group 13 and last: the three unshaded cells at the extreme right end of the upper bar, immediately right of the shaded cell marked 24.","folio 20-16 | drawn cells 23-25 of 37 | label read from the legend list in the right column below the bar | legend line prints the range with an en dash, the bar with a wave dash"
D1,28~35,circled,Destination call sign setting (8 characters; fixed),375,"Diagram D1, lower bar (row 2 of 2), group 1 counting from the left: a shaded cell, a dashed-edged shaded ellipsis cell, then a shaded cell, at the extreme left end of the lower bar.","folio 20-16 | drawn cells 26-28 of 37, the middle one an ellipsis cell | label read from the legend list in the right column below the bar | label set across two printed lines, joined here with one space | legend line prints the range with an en dash, the bar with a wave dash"
D1,36~43,circled,R1 (Access repeater) call sign setting (8 characters; fixed),375,"Diagram D1, lower bar, group 2: an unshaded cell, a dashed-edged unshaded ellipsis cell, then an unshaded cell, immediately right of the group bracketed 28 to 35.","folio 20-16 | drawn cells 29-31 of 37, the middle one an ellipsis cell | label read from the legend list in the right column below the bar | label set across two printed lines, joined here with one space | legend line prints the range with an en dash, the bar with a wave dash"
D1,44~51,circled,R2 (Gateway/Link repeater) call sign setting (8 characters; fixed),375,"Diagram D1, lower bar, group 3: a shaded cell, a dashed-edged shaded ellipsis cell, then a shaded cell, immediately right of the group bracketed 36 to 43.","folio 20-16 | drawn cells 32-34 of 37, the middle one an ellipsis cell | label read from the legend list in the right column below the bar | label set across two printed lines, joined here with one space | legend line prints the range with an en dash, the bar with a wave dash"
D1,5~51,filled,,375,"Diagram D1, lower bar, group 4: the long bare run of dots with no cell rules at all, between the bracket that closes after the 44 to 51 group and the bracket that opens before the 52 group; its two index numerals are white digits on solid black discs.","folio 20-16 | no drawn cell rules within this group: measured extent 337 px at 400 dpi between the cell rule at x=1229 and the cell rule at x=1566, i.e. 3.05 times the bar's uniform measured cell pitch of 110.3 px | printed index range spans 47 byte indices (5 to 51) | no legend line is printed against this index; the only text referring to it is the NOTE box, which prints ""The same data as 5-51 are stored in 5-51."" with the second pair filled | STOP 1 | STOP 2"
D1,52~60,circled,Memory name setting,375,"Diagram D1, lower bar, group 5 and last: a shaded cell, a dashed-edged shaded ellipsis cell, then a shaded cell, at the extreme right end of the lower bar, immediately right of the bare run of dots.","folio 20-16 | drawn cells 35-37 of 37, the middle one an ellipsis cell | label read from the legend list in the right column below the bar | the legend line carrying this label is keyed 52-67, not 52-60, and its following line prints ""16 characters (Fixed)"" | STOP 3"
D2,4,circled,Split and Select memory settings,375,"Sub-diagram D2, left column: the circled 4 printed above the two-cell box (X, dotted divider, X) that sits below the caption line and above the two upward leader arrows.","folio 20-16 | the only numbered field in this sub-diagram | label read from the sub-diagram's own caption line printed immediately above the box | duplicates the index and label of the D1 row for index 4, recorded as printed rather than merged"
D3,13,circled,Duplex and Tone settings,375,"Sub-diagram D3, foot of the left column: the circled 13 printed above the two-cell box (X, dotted divider, X) that sits below the caption line and above the two upward leader arrows.","folio 20-16 | the only numbered field in this sub-diagram | label read from the sub-diagram's own caption line printed immediately above the box | duplicates the index and label of the D1 row for index 13, recorded as printed rather than merged"
D4,14,circled,Digital squelch setting,375,"Sub-diagram D4, head of the right column: the circled 14 printed above the two-cell box printed X, dotted divider, 0, which has a single upward leader arrow rising from its left-hand cell.","folio 20-16 | the only numbered field in this sub-diagram | label read from the sub-diagram's own caption line printed immediately above the box | duplicates the index and label of the D1 row for index 14, recorded as printed rather than merged"
