vector_name,first_byte,first_nibble,last_byte,last_nibble,bytes_hex,field_index,status,pdf_page,visual_anchor,notes
set-record-name-with-space-68,9,-,10,-,00 01,3-4,manual_derived,19,"PDF p.19, left legend column, entry ""(3), (4): Memory channel numbers"", first bullet ""When Memory channel group is selected, 00 00 ~ 00 99: 00 ~ 99""; the third and fourth (shaded) boxes of band 1.",Memory channel 01 chosen from the printed range 00 00 ~ 00 99 (00 ~ 99).
set-record-name-with-space-68,11,1,11,1,0,5,manual_documented,19,"PDF p.19, boxed figure under ""(5): Split and Select memory setting"": its left half prints 0, with an arrow down to the label ""Fixed"".",First half of the byte is printed 0 and labelled Fixed.
set-record-name-with-space-68,11,2,11,2,0,5,manual_derived,19,"PDF p.19, same boxed figure: its right half prints X, bracketed to the list ""0=OFF*, 1=(star)1, 2=(star)2, 3=(star)3"".",0=OFF chosen from the four printed values.
set-record-name-with-space-68,12,-,16,-,00 00 50 44 01,6-10,manual_derived,17,"PDF p.17, ""Operating frequency / Command: 00, 03, 05, 1C 03"" six-cell diagram; the vertical nibble labels run left to right ""10 Hz digit"", ""1 Hz digit"", ""1 kHz digit"", ""100 Hz digit"", ""100 kHz digit"", ""10 kHz digit"", ""10 MHz digit"", ""1 MHz digit"", ""1 GHz digit: 0, 1, 2, 5"", ""100 MHz digit"".","STOP 1. 144.500000 MHz in the printed digit order: (10Hz 0)(1Hz 0) (1kHz 0)(100Hz 0) (100kHz 5)(10kHz 0) (10MHz 4)(1MHz 4) (1GHz 0)(100MHz 1). Five bytes, the width the p.19 diagram draws for (6)~(10)."
set-record-name-with-space-68,17,-,17,-,05,11,manual_derived,17,"PDF p.17, ""Operating mode / Command: 01, 04, 06"" table, left column ""(1)Operating mode"", last row of that column, ""05:FM"".",FM chosen from the printed mode table.
set-record-name-with-space-68,18,-,18,-,01,12,manual_derived,17,"PDF p.17, same table, right column ""(2)Filter setting"", first row, ""01:FIL1"".",FIL1 chosen from the printed filter table.
set-record-name-with-space-68,19,-,19,-,00,13,manual_derived,19,"PDF p.19, left legend column, entry ""(13): Data mode setting / 1 byte data (XX) / 00: Data mode OFF / 01: Data mode ON"".","00 = Data mode OFF, chosen from the two printed values."
set-record-name-with-space-68,20,-,20,-,00,14,manual_derived,19,"PDF p.19, boxed figure under ""(14): Duplex and Tone settings"": left half bracketed to ""0=Duplex OFF ... 3=RPS"", right half bracketed to ""0=OFF ... 7=TONE(T)/TSQL(R)"".","0=Duplex OFF in the first half, 0=OFF (tone) in the second, each chosen from the printed lists."
set-record-name-with-space-68,21,1,21,1,0,15,manual_derived,19,"PDF p.19, boxed figure at the top of the right legend column under ""(15): Digital squelch setting"": its left half prints X above the list ""0=Digital squelch function OFF ..."".","0=Digital squelch function OFF, chosen from the three printed values."
set-record-name-with-space-68,21,2,21,2,0,15,manual_documented,19,"PDF p.19, same boxed figure: its right half prints 0, with an arrow to the label ""Fixed"".",Second half is printed 0 and labelled Fixed.
set-record-name-with-space-68,22,-,22,-,00,16,manual_documented,24,"PDF p.24, ""Repeater tone/tone squelch frequency settings / Command: 1B 00, 1B 01"" diagram, cell (1): both halves printed 0, each labelled ""Fixed digit: 0*"".",Both halves printed 0 (Fixed digit: 0*).
set-record-name-with-space-68,23,-,24,-,08 85,17-18,manual_derived,24,"PDF p.24, same diagram, cells (2) and (3), halves labelled ""100Hz digit: 0 ~ 2"", ""10 Hz digit: 0 ~ 9"", ""1 Hz digit: 0 ~ 9"", ""0.1 Hz digit: 0 ~ 9"".","088.5 Hz: (100Hz 0)(10Hz 8) (1Hz 8)(0.1Hz 5), each digit inside its printed range."
set-record-name-with-space-68,25,-,25,-,00,19,manual_documented,24,"PDF p.24, ""Repeater tone/tone squelch frequency settings / Command: 1B 00, 1B 01"" diagram, cell (1): both halves printed 0, each labelled ""Fixed digit: 0*"".","Second three-byte tone block, first byte: both halves printed 0 (Fixed digit: 0*)."
set-record-name-with-space-68,26,-,27,-,08 85,20-21,manual_derived,24,"PDF p.24, same diagram, cells (2) and (3), halves labelled ""100Hz digit: 0 ~ 2"", ""10 Hz digit: 0 ~ 9"", ""1 Hz digit: 0 ~ 9"", ""0.1 Hz digit: 0 ~ 9"".","088.5 Hz, encoded as for fields (17)-(18)."
set-record-name-with-space-68,28,-,28,-,00,22,manual_derived,24,"PDF p.24, ""DTCS code and polarity setting / Command: 1B 02"" diagram, cell (1): the left half's leader runs down to the lower label ""Transmit polarity: 0=Normal 1=Reverse"", the right half's to the upper label ""Receive polarity: 0=Normal 1=Reverse"".","Transmit polarity 0=Normal in the first half, Receive polarity 0=Normal in the second."
set-record-name-with-space-68,29,1,29,1,0,23,manual_documented,24,"PDF p.24, same diagram, cell (2) left half printed 0, labelled ""0 (fixed)"".",First half is printed 0 (fixed).
set-record-name-with-space-68,29,2,29,2,0,23,manual_derived,24,"PDF p.24, same diagram, cell (2) right half labelled ""First digit: 0 ~ 7"".","DTCS first digit 0, inside the printed range 0 ~ 7."
set-record-name-with-space-68,30,-,30,-,23,24,manual_derived,24,"PDF p.24, same diagram, cell (3), halves labelled ""Second digit: 0 ~ 7"" and ""Third digit: 0 ~ 7"".","DTCS second digit 2 and third digit 3 (code 023), each inside the printed range 0 ~ 7."
set-record-name-with-space-68,31,-,31,-,00,25,manual_derived,24,"PDF p.24, ""DV Digital code squelch setting / Command: 1B 07"" single-cell diagram, halves labelled ""First digit: 0 ~ 9"" and ""Second digit: 0 ~ 9"".","DV digital code squelch 00: first digit 0, second digit 0, each inside the printed range 0 ~ 9."
set-record-name-with-space-68,32,-,34,-,00 00 00,26-28,manual_derived,18,"PDF p.18, ""Duplex Offset frequency setting / Command: 0C, 0D"" three-cell diagram, nibble labels left to right ""1 kHz digit"", ""100 Hz digit"", ""100 kHz digit"", ""10 kHz digit"", ""10 MHz digit"", ""1 MHz digit"", all 0 ~ 9.","All six offset digits 0 (000.000 MHz), each inside the printed range 0 ~ 9; consistent with 0=Duplex OFF in field (14)."
set-record-name-with-space-68,35,-,42,-,20 20 20 20 20 20 20 20,29-36,manual_derived,24,"PDF p.24, table ""Character's code of the call sign"" under ""When setting only the UR call signs"", third row: ""(Space)"" in the Character column, ""20"" in the ASCII code column.","UR call sign, eight spaces; (Space) = 20 is printed in the call sign character table that p.19 points to for this field."
set-record-name-with-space-68,43,-,50,-,20 20 20 20 20 20 20 20,37-44,manual_derived,24,"PDF p.24, table ""Character's code of the call sign"" under ""When setting only the UR call signs"", third row: ""(Space)"" in the Character column, ""20"" in the ASCII code column.","R1 call sign, eight spaces, same table."
set-record-name-with-space-68,51,-,58,-,20 20 20 20 20 20 20 20,45-52,manual_derived,24,"PDF p.24, table ""Character's code of the call sign"" under ""When setting only the UR call signs"", third row: ""(Space)"" in the Character column, ""20"" in the ASCII code column.","R2 call sign, eight spaces, same table."
set-record-name-with-space-68,59,-,66,-,48 49 47 48 4C 41 4E 44,53-60,manual_derived,20,"PDF p.20, section ""Codes for character entries / Command: 1A 00, ..."", table ""- Character codes-- Letters and Numbers"", rows ""A ~ Z | 41 ~ 5A"" and ""0 ~ 9 | 30 ~ 39"".","HIGHLAND: H=41+7=48, I=49, G=47, H=48, L=4C, A=41, N=4E, D=44, from the printed range A ~ Z = 41 ~ 5A."
set-record-name-with-space-68,67,-,67,-,20,61,inherited_assumed,,,Assumption A2: the character table this field points to prints no code for a space; 20 assumed. See the assumption register.
set-record-name-with-space-68,68,-,74,-,42 41 53 45 39 30 35,62-68,manual_derived,20,"PDF p.20, section ""Codes for character entries / Command: 1A 00, ..."", table ""- Character codes-- Letters and Numbers"", rows ""A ~ Z | 41 ~ 5A"" and ""0 ~ 9 | 30 ~ 39"".","BASE905: B=42, A=41, S=53, E=45 from A ~ Z = 41 ~ 5A; 9=39, 0=30, 5=35 from 0 ~ 9 = 30 ~ 39."
set-record-name-with-space-68,75,-,75,-,FD,-,structural,3,"PDF p.3, same diagram: the rightmost cell, printed FD, under index (7), immediately right of the ""Data area"" cell, above the leader labelled ""End of message code (fixed)"".",End of message.
set-record-name-with-space-69,1,-,2,-,FE FE,-,structural,3,"PDF p.3, upper-left frame diagram headed ""Controller (PC) to IC-905"": the two leftmost cells, each printed FE, under index (1), above the leader labelled ""Preamble code (fixed)"".","Preamble, controller to transceiver."
set-record-name-with-space-69,3,-,3,-,AC,-,structural,3,"PDF p.3, same diagram: the third cell, printed AC, under index (2), above the leader labelled ""Transceiver's default address"".",Transceiver's default address as printed.
set-record-name-with-space-69,4,-,4,-,E0,-,structural,3,"PDF p.3, same diagram: the fourth cell, printed E0, under index (3), above the leader labelled ""Controller's (PC's) default address"".",Controller's default address as printed.
set-record-name-with-space-69,5,-,6,-,1A 00,-,manual_documented,19,"PDF p.19, the line ""Command: 1A 00"" printed directly under the bullet heading ""Memory content"", above the two-band data diagram.",Command and sub command bytes printed verbatim.
set-record-name-with-space-69,7,-,8,-,00 00,1-2,manual_derived,19,"PDF p.19, left legend column, first entry ""(1), (2): Memory group number"" with ""00 00 ~ 00 99: Memory channel group"" on the next line; the two unshaded leftmost boxes of diagram band 1.",Memory channel group 00 chosen from the printed range 00 00 ~ 00 99.
set-record-name-with-space-69,9,-,10,-,00 01,3-4,manual_derived,19,"PDF p.19, left legend column, entry ""(3), (4): Memory channel numbers"", first bullet ""When Memory channel group is selected, 00 00 ~ 00 99: 00 ~ 99""; the third and fourth (shaded) boxes of band 1.",Memory channel 01 chosen from the printed range 00 00 ~ 00 99 (00 ~ 99).
set-record-name-with-space-69,11,1,11,1,0,5,manual_documented,19,"PDF p.19, boxed figure under ""(5): Split and Select memory setting"": its left half prints 0, with an arrow down to the label ""Fixed"".",First half of the byte is printed 0 and labelled Fixed.
set-record-name-with-space-69,11,2,11,2,0,5,manual_derived,19,"PDF p.19, same boxed figure: its right half prints X, bracketed to the list ""0=OFF*, 1=(star)1, 2=(star)2, 3=(star)3"".",0=OFF chosen from the four printed values.
set-record-name-with-space-69,12,-,16,-,00 00 00 50 02,6-10,manual_derived,17,"PDF p.17, ""Operating frequency / Command: 00, 03, 05, 1C 03"" six-cell diagram; the vertical nibble labels run left to right ""10 Hz digit"", ""1 Hz digit"", ""1 kHz digit"", ""100 Hz digit"", ""100 kHz digit"", ""10 kHz digit"", ""10 MHz digit"", ""1 MHz digit"", ""1 GHz digit: 0, 1, 2, 5"", ""100 MHz digit"".","STOP 1. 10250.000000 MHz, first five bytes: (10Hz 0)(1Hz 0) (1kHz 0)(100Hz 0) (100kHz 0)(10kHz 0) (10MHz 5)(1MHz 0) (1GHz 0)(100MHz 2)."
set-record-name-with-space-69,17,1,17,1,0,,manual_documented,17,"PDF p.17, same diagram, cell (6) left half printed 0, vertical label ""100 GHz digit: 0 (Fixed)"".",STOP 1. Sixth frequency byte. The p.19 memory-content diagram prints no index for it; this half is printed 0 and labelled Fixed on p.17.
set-record-name-with-space-69,17,2,17,2,1,,manual_derived,17,"PDF p.17, same diagram, cell (6) right half printed X, vertical label ""10 GHz digit: 0, 1""; the note under the diagram reads ""When the 10 GHz band is selected, the number of digits is 12 ((1) ~ (6)) from 100 GHz to 1 Hz.""","STOP 1. 10 GHz digit 1, chosen from the printed values 0, 1; needed for a 10 GHz-band frequency, for which p.17 prints 12 digits."
set-record-name-with-space-69,18,-,18,-,05,11,manual_derived,17,"PDF p.17, ""Operating mode / Command: 01, 04, 06"" table, left column ""(1)Operating mode"", last row of that column, ""05:FM"".",FM chosen from the printed mode table. In this vector the field carrying printed index (11) sits one byte later than in the 68-byte record: see STOP 1.
set-record-name-with-space-69,19,-,19,-,01,12,manual_derived,17,"PDF p.17, same table, right column ""(2)Filter setting"", first row, ""01:FIL1"".",FIL1 chosen from the printed filter table.
set-record-name-with-space-69,20,-,20,-,00,13,manual_derived,19,"PDF p.19, left legend column, entry ""(13): Data mode setting / 1 byte data (XX) / 00: Data mode OFF / 01: Data mode ON"".","00 = Data mode OFF, chosen from the two printed values."
set-record-name-with-space-69,21,-,21,-,00,14,manual_derived,19,"PDF p.19, boxed figure under ""(14): Duplex and Tone settings"": left half bracketed to ""0=Duplex OFF ... 3=RPS"", right half bracketed to ""0=OFF ... 7=TONE(T)/TSQL(R)"".","0=Duplex OFF in the first half, 0=OFF (tone) in the second, each chosen from the printed lists."
set-record-name-with-space-69,22,1,22,1,0,15,manual_derived,19,"PDF p.19, boxed figure at the top of the right legend column under ""(15): Digital squelch setting"": its left half prints X above the list ""0=Digital squelch function OFF ..."".","0=Digital squelch function OFF, chosen from the three printed values."
set-record-name-with-space-69,22,2,22,2,0,15,manual_documented,19,"PDF p.19, same boxed figure: its right half prints 0, with an arrow to the label ""Fixed"".",Second half is printed 0 and labelled Fixed.
set-record-name-with-space-69,23,-,23,-,00,16,manual_documented,24,"PDF p.24, ""Repeater tone/tone squelch frequency settings / Command: 1B 00, 1B 01"" diagram, cell (1): both halves printed 0, each labelled ""Fixed digit: 0*"".",Both halves printed 0 (Fixed digit: 0*).
set-record-name-with-space-69,24,-,25,-,08 85,17-18,manual_derived,24,"PDF p.24, same diagram, cells (2) and (3), halves labelled ""100Hz digit: 0 ~ 2"", ""10 Hz digit: 0 ~ 9"", ""1 Hz digit: 0 ~ 9"", ""0.1 Hz digit: 0 ~ 9"".","088.5 Hz: (100Hz 0)(10Hz 8) (1Hz 8)(0.1Hz 5), each digit inside its printed range."
set-record-name-with-space-69,26,-,26,-,00,19,manual_documented,24,"PDF p.24, ""Repeater tone/tone squelch frequency settings / Command: 1B 00, 1B 01"" diagram, cell (1): both halves printed 0, each labelled ""Fixed digit: 0*"".","Second three-byte tone block, first byte: both halves printed 0 (Fixed digit: 0*)."
set-record-name-with-space-69,27,-,28,-,08 85,20-21,manual_derived,24,"PDF p.24, same diagram, cells (2) and (3), halves labelled ""100Hz digit: 0 ~ 2"", ""10 Hz digit: 0 ~ 9"", ""1 Hz digit: 0 ~ 9"", ""0.1 Hz digit: 0 ~ 9"".","088.5 Hz, encoded as for fields (17)-(18)."
set-record-name-with-space-69,29,-,29,-,00,22,manual_derived,24,"PDF p.24, ""DTCS code and polarity setting / Command: 1B 02"" diagram, cell (1): the left half's leader runs down to the lower label ""Transmit polarity: 0=Normal 1=Reverse"", the right half's to the upper label ""Receive polarity: 0=Normal 1=Reverse"".","Transmit polarity 0=Normal in the first half, Receive polarity 0=Normal in the second."
set-record-name-with-space-69,30,1,30,1,0,23,manual_documented,24,"PDF p.24, same diagram, cell (2) left half printed 0, labelled ""0 (fixed)"".",First half is printed 0 (fixed).
set-record-name-with-space-69,30,2,30,2,0,23,manual_derived,24,"PDF p.24, same diagram, cell (2) right half labelled ""First digit: 0 ~ 7"".","DTCS first digit 0, inside the printed range 0 ~ 7."
set-record-name-with-space-69,31,-,31,-,23,24,manual_derived,24,"PDF p.24, same diagram, cell (3), halves labelled ""Second digit: 0 ~ 7"" and ""Third digit: 0 ~ 7"".","DTCS second digit 2 and third digit 3 (code 023), each inside the printed range 0 ~ 7."
set-record-name-with-space-69,32,-,32,-,00,25,manual_derived,24,"PDF p.24, ""DV Digital code squelch setting / Command: 1B 07"" single-cell diagram, halves labelled ""First digit: 0 ~ 9"" and ""Second digit: 0 ~ 9"".","DV digital code squelch 00: first digit 0, second digit 0, each inside the printed range 0 ~ 9."
set-record-name-with-space-69,33,-,35,-,00 00 00,26-28,manual_derived,18,"PDF p.18, ""Duplex Offset frequency setting / Command: 0C, 0D"" three-cell diagram, nibble labels left to right ""1 kHz digit"", ""100 Hz digit"", ""100 kHz digit"", ""10 kHz digit"", ""10 MHz digit"", ""1 MHz digit"", all 0 ~ 9.","All six offset digits 0 (000.000 MHz), each inside the printed range 0 ~ 9; consistent with 0=Duplex OFF in field (14)."
set-record-name-with-space-69,36,-,43,-,20 20 20 20 20 20 20 20,29-36,manual_derived,24,"PDF p.24, table ""Character's code of the call sign"" under ""When setting only the UR call signs"", third row: ""(Space)"" in the Character column, ""20"" in the ASCII code column.","UR call sign, eight spaces; (Space) = 20 is printed in the call sign character table that p.19 points to for this field."
set-record-name-with-space-69,44,-,51,-,20 20 20 20 20 20 20 20,37-44,manual_derived,24,"PDF p.24, table ""Character's code of the call sign"" under ""When setting only the UR call signs"", third row: ""(Space)"" in the Character column, ""20"" in the ASCII code column.","R1 call sign, eight spaces, same table."
set-record-name-with-space-69,52,-,59,-,20 20 20 20 20 20 20 20,45-52,manual_derived,24,"PDF p.24, table ""Character's code of the call sign"" under ""When setting only the UR call signs"", third row: ""(Space)"" in the Character column, ""20"" in the ASCII code column.","R2 call sign, eight spaces, same table."
set-record-name-with-space-69,60,-,67,-,48 49 47 48 4C 41 4E 44,53-60,manual_derived,20,"PDF p.20, section ""Codes for character entries / Command: 1A 00, ..."", table ""- Character codes-- Letters and Numbers"", rows ""A ~ Z | 41 ~ 5A"" and ""0 ~ 9 | 30 ~ 39"".","HIGHLAND: H=41+7=48, I=49, G=47, H=48, L=4C, A=41, N=4E, D=44, from the printed range A ~ Z = 41 ~ 5A."
set-record-name-with-space-69,68,-,68,-,20,61,inherited_assumed,,,Assumption A2: the character table this field points to prints no code for a space; 20 assumed. See the assumption register.
set-record-name-with-space-69,69,-,75,-,42 41 53 45 39 30 35,62-68,manual_derived,20,"PDF p.20, section ""Codes for character entries / Command: 1A 00, ..."", table ""- Character codes-- Letters and Numbers"", rows ""A ~ Z | 41 ~ 5A"" and ""0 ~ 9 | 30 ~ 39"".","BASE905: B=42, A=41, S=53, E=45 from A ~ Z = 41 ~ 5A; 9=39, 0=30, 5=35 from 0 ~ 9 = 30 ~ 39."
set-record-name-with-space-69,76,-,76,-,FD,-,structural,3,"PDF p.3, same diagram: the rightmost cell, printed FD, under index (7), immediately right of the ""Data area"" cell, above the leader labelled ""End of message code (fixed)"".",End of message.
read-transceiver-id,1,-,2,-,FE FE,-,structural,3,"PDF p.3, upper-left frame diagram headed ""Controller (PC) to IC-905"": the two leftmost cells, each printed FE, under index (1), above the leader labelled ""Preamble code (fixed)"".","Preamble, controller to transceiver."
read-transceiver-id,3,-,3,-,AC,-,structural,3,"PDF p.3, same diagram: the third cell, printed AC, under index (2), above the leader labelled ""Transceiver's default address"".",Transceiver's default address as printed.
read-transceiver-id,4,-,4,-,E0,-,structural,3,"PDF p.3, same diagram: the fourth cell, printed E0, under index (3), above the leader labelled ""Controller's (PC's) default address"".",Controller's default address as printed.
read-transceiver-id,5,-,6,-,19 00,-,manual_documented,6,"PDF p.6, command table left half: the row ""19*1 | 00 | (Data cell empty) | Read the transceiver ID"", directly under the row ""18 | 01*4 | Turn ON the transceiver"".","Command 19, sub command 00, printed verbatim; the Data cell of that row is empty, so the request carries no data bytes."
read-transceiver-id,7,-,7,-,FD,-,structural,3,"PDF p.3, same diagram: the rightmost cell, printed FD, under index (7), immediately right of the ""Data area"" cell, above the leader labelled ""End of message code (fixed)"".",End of message.
